gene_name	chr	tss	tse	gene_type	pLI	familyMemberCount	ncRVIS	ncGERP	RVIS_percentile	slr_dnds	GDI	gene_age
FUT2	19	49199227	49209191	protein_coding	3.69600169726588E-11	1	4.2004330082	-0.490815718	88.0396319887	0.1218	10077.22821	1
TMPRSS4	11	117947726	117990556	protein_coding	2.24215431563455E-06	6	0.3849517661	0.083250805	90.9766454352	0.3021	2548.83115	2
NDUFAF7	2	37458773	37476303	protein_coding	3.75401782695452E-12	0	0.1818167944	-0.320711911	29.3111582921	0.1443	750.13869	0
ASRGL1	11	62104773	62160887	protein_coding	0.0115386414	2	0.9003040113	-0.932720184	31.929700401	0.271	41.01491	0
C1orf116	1	207191865	207206101	protein_coding	0.6840381345	0	-0.2904479156	-0.271564072	99.0504836046	0.3733	958.7412	0
ING4	12	6759703	6772308	protein_coding	0.038663417	2	-0.3446755427	1.303835112	51.4036329323	0.03047	22.09017	0
EIF4E1B	5	176057682	176073642	protein_coding	0.089001343	3	-0.1310644505	-0.399788556	81.994574192	0.1162	51.62786	2
CACNA1C	12	2162450	2807115	protein_coding	0.9999974047	4	-0.3540151598	2.083999412	1.5746638358	0.03976	257.23512	0
HSFX2	X	148855729	148858528	protein_coding	0.0475577315	3	-0.6717431429	-1.459698501	50.0117952347	0.8242	198.58178	11
MORF4L2	X	102930425	102941746	protein_coding	0.6205472559	1	-0.7767342381	1.936833266	49.3866477943	0.03422	7.49271	5
TPM4	19	16187134	16213813	protein_coding	0.6988910562	3	-0.1966997244	1.3233453	48.1186600613	0.02054	38.84582	0
NELL2	12	44902057	45269444	protein_coding	0.9995538956	1	-0.4222189212	0.102664608	17.4746402453	0.08802	320.18616	0
SKIL	3	170077410	170114637	protein_coding	0.7249971317	1	-0.7093033781	1.508748532	30.7029959896	0.1629	103.95442	0
DIP2A	21	47878861	47966219	protein_coding	0.7695550239	2	2.8499281593	-0.096065165	0.6782259967	0.05931	1074.58254	0
VCAM1	1	101185195	101204601	protein_coding	0.6840201721	0	-0.0256627576	1.415711814	64.7381457891	0.337	411.51614	2
HPSE	4	84213613	84255966	protein_coding	5.0497862909887E-08	1	-1.0215886231	0.05818966	55.6912007549	0.3596	170.93256	0
L1CAM	X	153126968	153141399	protein_coding	0.9999467257	1	-0.1086055735	-0.017506499	50.0117952347	0.06759	94.25713	0
KRT5	12	52908358	52914243	protein_coding	0.3741234345	28	0.6265232876	0.457393041	62.1903750885	0.0733	1967.54739	1
RBPJ	4	26322428	26436752	protein_coding	0.9998471455	1	0.1994039126	2.349923255	21.2019344185	0.123	32.41043	0
BSX	11	122848356	122852379	protein_coding	0.1204454546	0	-0.1981656098	1.32814492	65.5579146025	0.04068	159.03212	0
DTX2	7	76109826	76135312	protein_coding	0.0765684531	1	-0.39121337	0.220886649	15.3632932295	0.1443	137.65609	0
RIMBP2	12	130880680	131002410	protein_coding	0.476042293	0	-1.3181665624	0.245598695	1.6159471573	0.08113	308.7902	0
CYP2C8	10	96796528	96829254	protein_coding	2.24330290996427E-09	34	0.0732110526	-2.203375827	77.9134229771	0.412	1030.58739	6
IRAK1	X	153275956	153285342	protein_coding	0.9907752762	3	-0.1086055735	-0.017506499	50.0117952347	0.2607	144.97421	0
PTGS2	1	186640943	186649559	protein_coding	0.0475577315	1	0.4812897076	0.194927324	28.9337107808	0.1604	119.93994	0
CCR3	3	46283871	46308197	protein_coding	0.0271183626	1	-0.5410291362	-0.064662592	89.1424864355	0.4787	92.67619	2
ASPH	8	62575376	62602408	protein_coding	1.84583361053087E-08	0	-0.1613028576	0.505843208	5.5201698514	0.2089	189.544	0
COPZ1	12	54718873	54745635	protein_coding	0.8573133993	1	-0.7256827044	0.825809217	46.2019344185	0	3.96945	0
DOHH	19	3490818	3500621	protein_coding	0.0174458374	0	0.2565813267	-0.883863565	50.0117952347	0.0648	25.09665	0
PGM3	6	83875848	83903012	protein_coding	0.0475577315	0	-0.0886986407	-0.769796667	34.5954234489	0.101	1952.13289	0
C8orf88	8	91970705	91997485	protein_coding	0.0475577315	1	-0.1086055735	-0.017506499	50.0117952347	0.1443	8.66487	0
PIWIL1	12	130822432	130855925	protein_coding	3.47345986564629E-07	7	-0.1086055735	-0.66575691	23.5727765983	0.06209	772.66548	0
SRSF3	6	36562089	36572244	protein_coding	0.9681463511	0	0.4619232377	0.843511397	56.2514744043	0.0517	198.58178	0
C17orf62	17	80407590	80408707	protein_coding	0.0052011809	0	0.0100717471	-0.930651321	46.7386175985	0.07147	164.91251	0
UROD	1	45477804	45481341	protein_coding	0.000455845	0	0.4977386833	0.128051765	61.7303609342	0.2274	64.67369	0
PEX19	1	160246598	160254941	protein_coding	0.0321728463	0	-0.0208810442	0.45561649	35.9872611465	0.1024	13.3395	0
FBXO43	8	101145587	101158099	protein_coding	0.0030788276	0	0.2495138066	0.32004946	57.4074074074	0.3648	766.41956	0
ENY2	8	110346551	110358189	protein_coding	0.7781501975	0	-0.9451351073	1.024614612	63.8122198632	0.1674	1.27901	0
CIDEA	18	12254359	12277594	protein_coding	0.0115621472	2	0.1100530942	-0.870884783	82.661004954	0.1338	171.63036	2
IFFO1	12	6648693	6665249	protein_coding	0.647271119	1	-0.3087229443	-0.468272715	25.5602736494	0.04157	119.73586	0
FBXL5	4	15606006	15657035	protein_coding	0.9922613085	0	0.0846745998	1.26508054	9.0882283557	0.1145	161.83747	0
APITD1	1	10490803	10502872	protein_coding	0.0475577315	1	0.1610047806	-0.367695262	67.7164425572	0.2071	198.58178	0
ADAT1	16	75632246	75657221	protein_coding	0.000000002	0	-0.1551970828	-0.62833638	87.6562868601	0.3645	851.33605	0
CHMP3	2	86730552	86790620	protein_coding	0.1312701084	1	-0.1940197603	-0.280717044	33.9702760085	0.1443	11.92132	0
DTNBP1	6	15523800	15663289	protein_coding	4.92135514063116E-06	0	-0.1086055735	-0.375493811	84.613116301	0.1245	517.45762	0
LMF1	16	1025760	1031318	protein_coding	5.2731635621672E-11	0	-0.0530117296	-0.720553514	93.2649209719	0.08567	1529.60384	0
CDADC1	13	49822046	49867622	protein_coding	2.38275183271024E-07	0	-0.1322540369	-0.055530504	14.4963434772	0.1223	41.85958	0
PRIM2	6	57182414	57191161	protein_coding	2.11349346320972E-08	0	-0.1086055735	-0.017506499	50.0117952347	0.3389	55.84911	0
ZNF287	17	16453630	16472520	protein_coding	0.8215123792	202	-0.8408926139	0.434211148	29.163717858	0.277	127.15089	5
ZNF286A	17	15602890	15624100	protein_coding	0.0092690075	1	0.8784017428	-0.28061685	73.5373908941	0.2412	237.10663	0
CAPN10	2	241526132	241538526	protein_coding	4.11229156118548E-07	11	-0.1086055735	-1.183301952	30.921207832	0.1471	177.2342	0
CT47A8	X	120072555	120075873	protein_coding	0.0475577315	12	-0.1086055735	-0.017506499	50.0117952347	0.8085	198.58178	0
CCDC141	2	179737747	179914786	protein_coding	4.70642828990322E-10	0	-0.1086055735	-0.017506499	50.0117952347	0.4813	2581.13384	0
CLEC18C	16	70208075	70220798	protein_coding	0.8585218791	1	-0.6782307155	0.383818743	50.0117952347	0.1412	165.82602	3
ESRRA	11	64073698	64084212	protein_coding	0.4579148292	26	-0.4053271111	2.279970597	28.9337107808	0.02519	38.05712	0
HCCS	X	11129405	11141204	protein_coding	0.9356679952	0	-0.7796697116	-0.289467268	73.112762444	0.1337	16.98395	0
ERH	14	69846839	69865021	protein_coding	0.8266780941	0	-0.7542986469	1.873083209	60.9577730597	0.01967	198.58178	0
ERBB2	17	37856230	37884915	protein_coding	0.9951429067	3	-0.3910422655	0.600203069	18.282613824	0.1095	5901.30986	0
EPS8	12	15773074	15942510	protein_coding	0.864828876	1	-0.3441525414	1.238859227	32.2481717386	0.1019	284.10077	0
EPRS	1	220141941	220220000	protein_coding	1.82412050518234E-06	0	-0.4566052967	-0.187071373	44.1082802548	0.1357	875.37524	0
MAP4K4	2	102314537	102511152	protein_coding	0.9999959318	2	-0.1086055735	-0.004034591	3.9514036329	0.01334	72.59332	0
PAPOLB	7	4897368	4901625	protein_coding	0.0282295261	2	-0.1086055735	-0.017506499	50.0117952347	0.1689	3421.26119	5
CCSER2	10	86088344	86133774	protein_coding	0.3195626083	0	1.5292929609	0.866657177	77.9782967681	0.1443	433.04009	0
CAMK2N1	1	20808883	20812728	protein_coding	0.1369873664	1	-0.1086055735	-0.017506499	50.0117952347	0	198.58178	0
STRADB	2	202316391	202345574	protein_coding	0.5616963939	17	-0.4162725545	1.249476981	24.0033026657	0.1519	14.45402	0
AP1AR	4	113152894	113191211	protein_coding	0.4109846428	0	-1.2622807667	1.241190794	73.2719981128	0.1416	63.26348	0
YOD1	1	207217193	207224422	protein_coding	0.5049087547	0	-0.1270903798	0.952028782	28.6329322954	0.2055	32.09087	0
SERINC2	1	31886659	31907527	protein_coding	3.91706999649966E-06	4	0.7758982807	-0.073957841	66.1653691908	0.07608	226.68549	0
FFAR1	19	35842444	35843367	protein_coding	0.0012131514	7	0.0246505217	-2.355934717	69.2085397499	0.255	61.22306	0
TTC39A	1	51752929	51763633	protein_coding	0.2333970393	2	0.6346996552	0.637982923	29.163717858	0.09586	40.28663	0
CCDC125	5	68576518	68628543	protein_coding	0.0007173505	1	-0.6803617486	-0.076874403	89.1424864355	0.2917	2879.04177	2
RHOC	1	113243748	113249678	protein_coding	0.5447002608	73	-0.25296518	0.281932439	35.4210898797	0	43.85151	0
PDE4C	19	18318770	18335303	protein_coding	0.0001305027	1	0.288881628	-0.335582931	77.2587874499	0.1137	2015.82594	0
NADK2	5	36192690	36241493	protein_coding	0.8456684415	1	-0.6586036948	1.124066629	80.7324840764	0.1443	212.10983	0
RELL1	4	37612255	37687999	protein_coding	0.8651784165	0	-0.1086055735	-0.248588205	75.1238499646	0.1045	182.18905	0
C6orf201	6	4079439	4130999	protein_coding	0.0475577315	1	-0.1086055735	-1.018452906	94.8395848077	0.5836	1518.5566	2
POGZ	1	151375199	151414681	protein_coding	0.999996498	0	-0.430760681	2.370740485	3.4088228356	0.0847	225.33539	0
ZNF511	10	135122392	135126666	protein_coding	0.0114186044	0	-0.1086055735	-0.813070276	44.892663364	0.1553	118.83577	0
ISL2	15	76629064	76634816	protein_coding	0.2830630535	3	-0.9011591284	1.423154756	22.0924746402	0.01888	45.67566	0
ABTB2	11	34172533	34379555	protein_coding	0.0475577315	1	0.160426069	0.218955278	8.1740976645	0.02931	1552.92717	0
GFRA1	10	117816441	118031819	protein_coding	0.0852729336	2	1.6281906099	1.282225385	33.3392309507	0.102	1065.87095	0
TRAF6	11	36505316	36531863	protein_coding	0.9951151383	4	0.1406172805	-0.205116076	20.2642132578	0.1556	18.25202	0
CASP5	11	104864966	104893895	protein_coding	2.39670242875777E-07	2	0.2601365503	-1.075792784	92.9818353385	0.5682	431.34997	2
ZNF652	17	47366567	47439476	protein_coding	0.9615750155	0	0.2140546782	1.080590993	45.2583156405	0.08438	192.25722	0
ABHD11	7	73150426	73153184	protein_coding	0.0015352069	0	0.1485176763	-0.421135617	26.5333805143	0.2689	137.53386	0
SIN3A	15	75661719	75743926	protein_coding	0.9999997746	1	-1.7955047772	1.323920969	4.2698749705	0.02397	88.8785	0
CBWD1	9	121037	179075	protein_coding	0.5664916257	4	-0.1086055735	-0.624989803	50.0117952347	0.3038	228.50043	11
IGFALS	16	1840413	1843734	protein_coding	1.98370757023501E-05	11	0.4273565276	-1.108628272	10.5036565228	0.06535	490.6224	0
SOX6	11	15987994	16424413	protein_coding	0.9988638453	1	-2.5225809804	2.948884037	6.717386176	0.05758	34.06577	0
ELF1	13	41506054	41556418	protein_coding	0.7849050056	2	-0.4763833048	2.14029727	72.7117244633	0.1374	5928.95524	1
IPP	1	46164406	46216485	protein_coding	0.0073311579	42	-0.2436729165	0.141425599	20.7006369427	0.1232	3153.34315	0
CCIN	9	36169388	36171331	protein_coding	0.0084308559	30	0.1845816292	1.650716429	57.5194621373	0.1312	696.52437	2
PRB4	12	11460014	11463369	protein_coding	4.57914691621082E-08	1	0.4220941931	-0.157923487	94.3677754187	1.244	885.28057	0
ENTPD1	10	97515672	97637023	protein_coding	0.4183019126	6	-1.0854391937	0.117928671	30.5555555556	0.4011	66.52934	0
GPR75-ASB3	2	53897449	54087170	protein_coding	0.1742601369	5	-0.1086055735	0.032570972	63.4878509082	0.1443	198.58178	0
PTGR1	9	114325246	114361711	protein_coding	0.0331202245	1	-0.0705762293	-0.754663399	61.7303609342	0.4397	70.21342	1
SLC15A2	3	121613170	121663034	protein_coding	2.78073361031294E-10	1	0.428423885	0.187637431	40.5638122199	0.3755	6543.27894	0
STX16	20	57226308	57254582	protein_coding	0.5085707341	3	0.4775800642	0.334166784	35.9872611465	0.06961	323.4417	0
SEC14L1	17	75181294	75213181	protein_coding	0.3361101164	1	0.3560302766	-0.556957454	17.3979712196	0.03776	87.35443	0
DHRS9	2	169937616	169952677	protein_coding	1.7694302427314E-05	8	0.1312923096	-0.213255721	84.5541401274	0.3117	257.34805	0
RCOR3	1	211432707	211486655	protein_coding	0.8707765355	2	-0.1086055735	1.344457058	26.2326020288	0.02667	15.27523	0
FCGR2A	1	161475204	161489360	protein_coding	0.0001018639	5	0.5794262668	-0.006489342	88.3581033263	0.6669	565.82336	8
TMEM51	1	15480228	15546974	protein_coding	0.8521969497	0	1.3165296378	-0.896075659	30.3727294173	0.06314	50.5712	0
ARTN	1	44398991	44402912	protein_coding	0.27645095	0	-0.3490640325	0.474516684	50.0117952347	0.2121	4.82839	0
LSM6	4	147096834	147111213	protein_coding	0.8493503717	1	0.5110885191	-0.411707435	60.9577730597	0.009529	6.02806	0
CEACAM7	19	42177234	42192206	protein_coding	5.53261681927881E-06	6	-0.5131212466	-0.080489262	90.3397027601	0.9166	239.82924	7
VPS72	1	151148775	151162689	protein_coding	0.1758482829	0	-0.425641667	-0.000404086	68.1292757726	0.07253	32.36914	0
BPY2	Y	25130409	25151610	protein_coding	0.0475577315	2	-0.1086055735	-0.017506499	50.0117952347	0.9702	198.58178	0
PRY	Y	24636543	24660784	protein_coding	0.0475577315	3	-0.1086055735	-0.017506499	50.0117952347	0.1443	198.58178	0
ASH2L	8	37963310	37997598	protein_coding	0.9914835452	0	-1.1446537402	-0.612303506	34.5954234489	0.09854	107.32611	0
MAP3K6	1	27681669	27693357	protein_coding	1.30341226265941E-12	2	-0.0993709531	0.673726754	74.7758905402	0.1257	3475.08367	0
TNFSF18	1	173010359	173020103	protein_coding	0.0475577315	0	-0.1472177744	-0.085425407	49.7581976881	0.6924	29.21564	3
AKAP12	6	151646665	151679694	protein_coding	0.5936359625	0	0.7431863912	0.338836216	89.5494220335	0.4297	3581.87772	0
PAPSS2	10	89419475	89507462	protein_coding	6.71712415857141E-07	1	0.4244283469	0.354414183	30.7442793112	0.1078	673.25486	0
CES3	16	67001377	67009052	protein_coding	5.67386176515496E-08	12	-0.6574469738	-0.34265522	68.5185185185	0.3357	418.80163	4
DNAH14	1	225117362	225155626	protein_coding	5.67234565538605E-06	1	0.433359713	-0.789638618	94.6685539042	0.5702	7454.49367	2
RHOT1	17	30469472	30552790	protein_coding	0.8824473325	1	-0.4065045273	2.254053214	25.3656522765	0.03336	33.45778	0
NOSTRIN	2	169659106	169721849	protein_coding	3.90834470608722E-08	0	-0.2763110258	0.146993235	93.8016041519	0.2159	1520.59946	1
ROR1	1	64239689	64609052	protein_coding	0.9658392582	1	-0.8191987057	1.644801036	3.0549657938	0.02913	2681.58701	0
PC	11	66615996	66675340	protein_coding	0.9614204962	0	-0.1636891128	0.910621816	2.3944326492	0.01993	138.12153	0
PDE9A	21	44073861	44195618	protein_coding	0.0045459495	0	-0.1086055735	-0.17299332	23.6258551545	0.09741	56.76888	0
GOLGA6A	15	74362197	74374891	protein_coding	0.5643433967	5	-0.8982047934	-0.017506499	50.0117952347	0.4378	525.23752	0
LRSAM1	9	130214533	130265780	protein_coding	1.04890627146247E-05	0	-1.59211405	-0.324829352	24.6343477235	0.1659	170.33172	1
CSNK1G2	19	1941160	1981336	protein_coding	0.8960711545	7	-0.1086055735	-0.017506499	50.0117952347	0.01663	28.91263	0
FKBP4	12	2904107	2914587	protein_coding	0.8885752511	1	-0.1086055735	0.530213036	57.1538098608	0.1922	145.4406	0
CSE1L	20	47662782	47713497	protein_coding	0.9999417345	1	0.5268951052	1.06576952	7.9971691437	0.009002	180.17032	0
MAPK14	6	35995453	36070535	protein_coding	0.9958950118	44	-0.9957661937	1.266572313	41.6430761972	0.04039	22.88461	0
FOSB	19	45971252	45978437	protein_coding	0.8150634412	2	-1.2053883133	0.673534177	44.892663364	0.05361	34.12794	0
PDZD8	10	119039999	119134978	protein_coding	0.9950015464	0	-0.4687306684	1.216934054	71.5970747818	0.1631	403.87456	0
GSG1	12	13236470	13248740	protein_coding	0.0009606901	2	-0.32004444	0.103369147	91.5841000236	0.48	653.74481	0
TRNT1	3	3168599	3190706	protein_coding	1.31789616857629E-06	0	0.9985159007	-0.852644359	17.9110639302	0.1577	37.50974	0
NRP2	2	206547223	206608422	protein_coding	0.0006615249	1	-1.2342885171	1.903431145	7.2776598254	0.09211	168.69076	0
IL6R	1	154377668	154410561	protein_coding	0.031690032	1	-0.7933424902	-0.539045957	42.1620665251	0.2946	1450.71381	2
GPR150	5	94955979	94957284	protein_coding	0.0019326809	2	-0.0905366537	-0.24300841	50.0117952347	0.2701	263.35907	1
ZSCAN23	6	28400431	28411279	protein_coding	0.0475577315	22	0.0706565254	-0.004994088	65.3338051427	0.2973	29.91927	5
DEFB112	6	50011287	50016364	protein_coding	3.73841515202641E-05	0	0.1185685468	-1.117299597	54.9481009672	0.9841	10.78375	5
DEFB110	6	49986555	49989694	protein_coding	0.0318296185	0	0.4429477345	0.588302473	41.2479358339	0.5605	4.94873	0
DEFB124	20	30053308	30060816	protein_coding	0.1812213797	0	0.0501602015	0.215504798	86.889596603	0.3233	156.30745	5
ASB11	X	15299830	15332681	protein_coding	0.1180737498	7	0.2331809949	0.677831201	64.6083982071	0.1047	179.62192	1
CA7	16	66878840	66888049	protein_coding	0.7315953217	13	0.2892382041	1.342515865	49.7581976881	0.03194	5.07717	3
INPP5D	2	233924676	234116549	protein_coding	0.2903413028	1	-0.1086055735	-0.017506499	50.0117952347	0.09577	1963.99989	0
DHX35	20	37590980	37668366	protein_coding	2.47757694078786E-08	0	-0.6294212938	-0.144416621	30.8622316584	0.06093	2233.3121	0
CCAR2	8	22462538	22477983	protein_coding	0.9058346698	1	0.1396454738	0.575161623	12.0724227412	0.1443	166.56911	0
RXRG	1	165406164	165414592	protein_coding	0.9016198181	20	0.6972616467	1.531547847	11.0580325548	0.03055	16.40534	1
TAF6	7	99704692	99716995	protein_coding	0.0016654813	0	0.1830863488	-0.269453729	5.6381221986	0.03492	236.6392	0
YAF2	12	42625025	42632151	protein_coding	0.8231525715	0	-0.8810363401	2.854810388	50.0117952347	0.05117	0.97464	0
C10orf131	10	97667721	97698415	protein_coding	0.0475577315	0	1.318571629	0.245209309	50.0117952347	0.4808	46.47293	2
SSFA2	2	182756442	182759424	protein_coding	0.0041019384	0	-0.1086055735	2.38166502	68.5951875442	0.2756	2237.71105	0
HRAS	11	532241	535550	protein_coding	0.0374002691	83	-0.1086055735	-0.118278845	30.0660533145	0.002165	4.91473	0
SRP9	1	225965514	225978168	protein_coding	0.2898807494	0	-0.2297748381	0.577662842	49.3866477943	0.2232	3.79518	0
SPTAN1	9	131314836	131395944	protein_coding	1	4	-0.1086055735	0.738117836	0.3125737202	0.01468	104.65947	0
TVP23C-CDRT4	17	15339331	15466945	protein_coding	0.0018046506	1	-0.8162615095	-0.476800275	61.2762443973	0.1443	72.55013	0
LILRB2	19	54781389	54784399	protein_coding	2.1179658015668E-05	14	0.971646877	-0.630829155	99.0858693088	0.6463	3895.89182	4
TRPM6	9	77337410	77502263	protein_coding	0.9905850949	0	-0.3845565152	-0.215559275	18.7249351262	0.2922	2938.23469	0
WDR13	X	48456223	48463582	protein_coding	0.9237475004	1	-0.1086055735	-0.017506499	50.0117952347	0.009038	8.15331	0
SHMT2	12	57624148	57628718	protein_coding	0.0196694321	1	-0.580842293	0.207063512	45.2583156405	0.1039	257.84598	5
MFNG	22	37865100	37882425	protein_coding	4.14291813461532E-05	2	-0.6368165669	-0.33437527	25.5602736494	0.1346	75.28747	2
GEMIN7	19	45582529	45594782	protein_coding	0.3252749971	0	-0.1016811285	-0.668870598	49.3866477943	0.1902	11.78683	0
SCP2	1	53480609	53517289	protein_coding	0.0003910865	0	0.5540811709	0.570525725	12.2375560274	0.2618	14.92337	0
IL1RAP	3	190231839	190348073	protein_coding	0.4069987265	7	-0.4980781653	0.434832374	16.52512385	0.1163	164.92286	0
CXCL16	17	4637803	4643223	protein_coding	0.0361215267	0	1.5256513701	-0.566288516	82.661004954	0.8767	827.52993	3
TBC1D3H	17	34746062	34757007	protein_coding	0.0475577315	5	-0.5332497859	0.068716524	50.0117952347	0.4255	198.58178	12
TXNDC2	18	9885722	9888156	protein_coding	0.000002043	0	-0.0644327342	-0.139107024	94.0493040812	0.6242	3280.1048	5
OPN1MW	X	153448084	153462352	protein_coding	0.4964314381	21	-0.1086055735	-0.017506499	50.0117952347	0.09151	5.57416	10
RIC3	11	8127596	8190590	protein_coding	0.0088152682	0	-0.0136567846	0.211423859	95.9955178108	0.3088	1290.68459	0
WLS	1	68591040	68698229	protein_coding	0.2213499459	1	-0.1660076062	1.161273692	18.0644019816	0.04685	2243.4278	0
ATAT1	6	30594614	30612448	protein_coding	0.0475577315	6	-0.5621234846	-0.153882606	41.9084689785	0.1248	151.29878	0
PRSS35	6	84222193	84235421	protein_coding	0.0475577315	1	-0.2513674085	0.018829185	24.333569238	0.1689	74.11501	0
CNEP1R1	16	50059116	50070999	protein_coding	0.2506485047	0	-0.0780849092	1.202207152	82.3720217032	0.1443	27.2753	0
